MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',78.0,10140.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northwest_Ames',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Good',b'Average',1976.0,1976.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,638.0,832.0,b'GasA',b'Typical',b'Y',b'SBrkr',832.0,832.0,0.0,1664.0,0.0,0.0,2.0,1.0,4.0,1.0,b'Typical',8.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',2.0,528.0,b'Typical',b'Typical',b'Paved',0.0,28.0,0.0,0.0,259.0,0.0,b'No_Pool',b'Good_Wood',b'None',0.0,3.0,2006.0,b'WD ',b'Normal',162900.0,-93.632355,42.052359
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',78.0,10140.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northwest_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Above_Average',1974.0,1999.0,b'Hip',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',99.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'LwQ',377.0,0.0,1040.0,b'GasA',b'Fair',b'Y',b'SBrkr',1309.0,0.0,0.0,1309.0,1.0,0.0,1.0,1.0,3.0,1.0,b'Good',5.0,b'Typ',1.0,b'Fair',b'Attchd',b'RFn',2.0,484.0,b'Typical',b'Typical',b'Paved',265.0,0.0,0.0,0.0,0.0,648.0,b'Fair',b'Good_Privacy',b'None',0.0,1.0,2006.0,b'WD ',b'Normal',181000.0,-93.630289,42.04977
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',80.0,10000.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northwest_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Above_Average',1974.0,1974.0,b'Gable',b'CompShg',b'HdBoard',b'Plywood',b'BrkFace',176.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,348.0,1103.0,b'GasA',b'Typical',b'Y',b'SBrkr',1103.0,0.0,0.0,1103.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',2.0,462.0,b'Typical',b'Typical',b'Paved',295.0,84.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Good_Wood',b'None',0.0,6.0,2006.0,b'WD ',b'Normal',155000.0,-93.631162,42.049608
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,15870.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Average',1969.0,1969.0,b'Gable',b'CompShg',b'VinylSd',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Mn',b'BLQ',2.0,b'Rec',791.0,230.0,1096.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1096.0,0.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',1.0,299.0,b'Typical',b'Typical',b'Paved',240.0,32.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2006.0,b'WD ',b'Abnorml',138800.0,-93.62626,42.055131
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',71.0,9353.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Average',1970.0,1970.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,864.0,864.0,b'GasA',b'Good',b'Y',b'SBrkr',864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',1.0,280.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'Shed',0.0,7.0,2006.0,b'Oth',b'Abnorml',116050.0,-93.625373,42.053459
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,8125.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Below_Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,244.0,858.0,b'GasA',b'Typical',b'Y',b'SBrkr',858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2006.0,b'WD ',b'Normal',88000.0,-93.627981,42.05446
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',60.0,7200.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Below_Average',1971.0,1971.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'LwQ',620.0,224.0,864.0,b'GasA',b'Typical',b'Y',b'SBrkr',874.0,0.0,0.0,874.0,0.0,1.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,576.0,b'Typical',b'Typical',b'Paved',63.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2006.0,b'WD ',b'Normal',97500.0,-93.627849,42.054385
b'One_Story_PUD_1946_and_Newer',b'Residential_High_Density',26.0,8773.0,b'Pave',b'No_Alley_Access',b'Moderately_Irregular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Above_Average',b'Average',2002.0,2002.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,536.0,1487.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1419.0,0.0,0.0,1419.0,1.0,0.0,2.0,0.0,2.0,1.0,b'Good',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',2.0,543.0,b'Typical',b'Typical',b'Paved',196.0,68.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'WD ',b'Normal',190000.0,-93.624411,42.055319
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',24.0,2760.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'TwnhsE',b'Two_Story',b'Above_Average',b'Average',1973.0,1973.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',514.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,525.0,525.0,b'GasA',b'Typical',b'Y',b'SBrkr',525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,440.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,12.0,2006.0,b'WD ',b'Normal',105500.0,-93.629906,42.052655
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',24.0,2160.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'TwnhsE',b'Two_Story',b'Average',b'Above_Average',1973.0,1973.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',200.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'LwQ',4.0,b'Unf',0.0,363.0,765.0,b'GasA',b'Good',b'Y',b'SBrkr',765.0,600.0,0.0,1365.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Good',7.0,b'Min1',1.0,b'Fair',b'Attchd',b'Unf',2.0,440.0,b'Typical',b'Typical',b'Paved',0.0,36.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2006.0,b'WD ',b'Normal',125500.0,-93.6292319,42.0524739
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1953.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1973.0,1973.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',408.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Fair',b'No',b'BLQ',2.0,b'Unf',0.0,174.0,483.0,b'GasA',b'Typical',b'Y',b'SBrkr',483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',72.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2006.0,b'WD ',b'Normal',83000.0,-93.627932,42.0527019
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1890.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Good',1972.0,1972.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',380.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,212.0,494.0,b'GasA',b'Excellent',b'Y',b'SBrkr',494.0,536.0,0.0,1030.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2006.0,b'WD ',b'Normal',116000.0,-93.627103,42.051798
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1971.0,1971.0,b'Gable',b'CompShg',b'CemntBd',b'CmentBd',b'BrkFace',236.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,672.0,672.0,b'GasA',b'Typical',b'Y',b'SBrkr',672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',7.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Dirt_Gravel',201.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2006.0,b'WD ',b'Abnorml',91500.0,-93.627328,42.051839
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Good',1972.0,1972.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',281.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,355.0,672.0,b'GasA',b'Good',b'Y',b'SBrkr',672.0,546.0,0.0,1218.0,0.0,1.0,1.0,1.0,3.0,1.0,b'Typical',7.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',0.0,28.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2006.0,b'WD ',b'Normal',118000.0,-93.627366,42.051691
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1972.0,1972.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',504.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,207.0,483.0,b'GasA',b'Typical',b'Y',b'SBrkr',483.0,465.0,0.0,948.0,0.0,0.0,1.0,1.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2006.0,b'WD ',b'Normal',89000.0,-93.629877,42.051672
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1972.0,1972.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',504.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,143.0,525.0,b'GasA',b'Good',b'Y',b'SBrkr',525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,264.0,b'Typical',b'Typical',b'Paved',352.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Good_Privacy',b'None',0.0,10.0,2006.0,b'WD ',b'Normal',108000.0,-93.629846,42.051673
b'Two_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',21.0,1680.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Briardale',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1972.0,1972.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',297.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,483.0,483.0,b'GasA',b'Typical',b'Y',b'SBrkr',483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,b'Typical',5.0,b'Typ',1.0,b'Poor',b'Attchd',b'Unf',1.0,288.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2006.0,b'WD ',b'Normal',94500.0,-93.629516,42.051664
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',53.0,4043.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Above_Average',b'Average',1975.0,1975.0,b'Gable',b'CompShg',b'Plywood',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'No',b'ALQ',1.0,b'BLQ',156.0,186.0,1069.0,b'GasA',b'Good',b'Y',b'SBrkr',1069.0,0.0,0.0,1069.0,0.0,1.0,2.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',1.0,b'Poor',b'Attchd',b'RFn',2.0,440.0,b'Typical',b'Typical',b'Paved',0.0,55.0,0.0,0.0,225.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2006.0,b'WD ',b'Normal',146300.0,-93.627169,42.050595
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',65.0,7514.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Good',1967.0,1975.0,b'Hip',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Mn',b'ALQ',1.0,b'Rec',108.0,462.0,943.0,b'GasA',b'Typical',b'Y',b'SBrkr',1387.0,0.0,0.0,1387.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',1.0,300.0,b'Typical',b'Typical',b'Paved',0.0,0.0,240.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'WD ',b'Normal',145000.0,-93.628857,42.048947
b'Split_Foyer',b'Residential_Low_Density',68.0,7838.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'SFoyer',b'Average',b'Average',1967.0,1967.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'ALQ',1.0,b'Unf',0.0,95.0,864.0,b'GasA',b'Typical',b'Y',b'SBrkr',900.0,0.0,0.0,900.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Poor',b'Attchd',b'RFn',1.0,288.0,b'Typical',b'Typical',b'Paved',175.0,144.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Wood_Wire',b'None',0.0,12.0,2006.0,b'WD ',b'Normal',123000.0,-93.62895,42.048946
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',24.0,2280.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'Twnhs',b'One_Story',b'Good',b'Good',1976.0,1976.0,b'Gable',b'CompShg',b'Plywood',b'Brk Cmn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'BLQ',492.0,443.0,1055.0,b'GasA',b'Typical',b'Y',b'SBrkr',1055.0,0.0,0.0,1055.0,1.0,0.0,2.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',1.0,319.0,b'Typical',b'Typical',b'Paved',0.0,29.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2006.0,b'WD ',b'Normal',137500.0,-93.624767,42.050705
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',24.0,2179.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northpark_Villa',b'Norm',b'Norm',b'Twnhs',b'Two_Story',b'Above_Average',b'Average',1976.0,1976.0,b'Gable',b'CompShg',b'Plywood',b'Brk Cmn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,785.0,855.0,b'GasA',b'Good',b'Y',b'SBrkr',855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',2.0,460.0,b'Typical',b'Typical',b'Paved',0.0,28.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2006.0,b'WD ',b'Normal',144000.0,-93.625709,42.050441
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',129.0,16737.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR3',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Excellent',b'Average',2004.0,2005.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',66.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,533.0,1980.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1980.0,0.0,0.0,1980.0,1.0,0.0,2.0,0.0,3.0,1.0,b'Excellent',8.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,770.0,b'Typical',b'Typical',b'Paved',194.0,45.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'WD ',b'Normal',315000.0,-93.658864,42.061472
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',72.0,16387.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Excellent',b'Average',2006.0,2006.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',215.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Good',b'No',b'GLQ',3.0,b'Unf',0.0,369.0,1738.0,b'GasA',b'Good',b'Y',b'SBrkr',1738.0,851.0,0.0,2589.0,1.0,0.0,2.0,1.0,4.0,1.0,b'Excellent',11.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',3.0,831.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,8.0,2006.0,b'New',b'Partial',412083.0,-93.658413,42.063307
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',111.0,16259.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Excellent',b'Average',2006.0,2006.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',370.0,b'Typical',b'Typical',b'PConc',b'Excellent',b'Good',b'Av',b'Unf',7.0,b'Unf',0.0,1249.0,1249.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1249.0,1347.0,0.0,2596.0,0.0,0.0,3.0,1.0,4.0,1.0,b'Good',9.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',3.0,840.0,b'Typical',b'Typical',b'Paved',240.0,154.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'New',b'Partial',342643.0,-93.658226,42.061901
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',110.0,16163.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2004.0,2004.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',232.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'Unf',7.0,b'Unf',0.0,1618.0,1618.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1618.0,0.0,0.0,1618.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Good',6.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,880.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2006.0,b'WD ',b'Normal',252000.0,-93.657991,42.061284
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',107.0,13891.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Excellent',b'Average',2006.0,2006.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Excellent',b'Typical',b'PConc',b'Excellent',b'Good',b'Gd',b'GLQ',3.0,b'Unf',0.0,690.0,2076.0,b'GasA',b'Excellent',b'Y',b'SBrkr',2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,b'Excellent',7.0,b'Typ',1.0,b'Good',b'Attchd',b'Fin',3.0,850.0,b'Typical',b'Typical',b'Paved',216.0,229.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'New',b'Partial',465000.0,-93.6566537,42.0628074
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',108.0,12228.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Northridge_Heights',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',2006.0,2006.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'Stone',206.0,b'Good',b'Typical',b'PConc',b'Excellent',b'Good',b'No',b'Unf',7.0,b'Unf',0.0,1721.0,1721.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1740.0,0.0,0.0,1740.0,0.0,0.0,2.0,0.0,4.0,1.0,b'Good',8.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',3.0,874.0,b'Typical',b'Typical',b'Paved',0.0,43.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2006.0,b'New',b'Partial',293000.0,-93.654774,42.062109
